unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
386,22-23,,,1st,math,,,")yp, = 0.

Also find y,,(0).

Find the volume of the largest rectangular
parallelepiped that can be inscribed in the ellipsoid
‘ oF =
+t =

OR,

Expand f(x,y) = e*tan*y in powers of (x - 1) and

co- Counc Ouicome, BL — Abbreviation for Bloom's Taxonomy Level (R-Remember, U-Understand, A-
Apply, An-Analyze, E-Evaluate, C-Create), KL — Abbreviation for Knowledge Level (F-Factual, C-
Conceptual, P-Procedural, M-Metacognitive).

Es?"
387,22-23,,,1st,math,,,"--- Page 1 ---
eM"" OIE BEGG?"
388,22-23,,,1st,math,,,"UNGIIGLY ang partial Giverential CQuations OF higher orders

CO4- Classify the linear partial differential equations as elliptic, parabolic, and hyperbolic
CO5- Apply Laplace transform to Engineering problems using properties

CO6- Apply Inverse Laplace transform to Engineering problems

Printed Pages: 4 University Roll No. ......ccscccececcesecees

Mid Term Examination, Even Semester 2022-23
B.Tech. Year - I, Semester - II
BMAS 1105: Matrices, Differential Equations and Laplace transform

Time: 2 Hours Maximum Marks: 30

Section —-A
3 X 5 = 15 Marks

Obtain the complete solution of the following linear
differential equation :

(D?"
389,22-23,,,1st,math,,,-2D +1)?
390,22-23,,,1st,math,,,"y=0,

OR,

Explore the complete solution of the second order
linear differential equation,

which vanishes when x = 0 and tends to a finite limit
asx —©,

Reduce the following matrix A into either normal forin | | | |
or echelon form.

age See Se
eee oe
(244

“aes

hence find the rank of matrix A. What will happen to
the rank of matrix A if all the elements of matrix A are
taken as 1?"
391,22-23,,,1st,math,,,"Show that the following system of equations:
x+2y=2u,
2x-y-u=0,
x+2z-u=0,
4x -y+3z-u=0

do not have a non-trivial solution.

Solve the following differential equations of first order

and first degree:

. dy x*-4y
(i) dx 4x-y?"
392,22-23,,,1st,math,,,"(ii) (e% +1) cosxdx+ e¥sinx dy=0


--- Page 2 ---
Define complex matrix and give an example of
complex matrix of order 3 x 3. Show that the matrix A

is Hermitian. Also verify if iA is Skew-Hermitian

matrix?"
393,22-23,,,1st,math,,,"Section — B
Attempt All Questions. 5x 3=15 Marks
PC etait of Question | Marks | CO} BL | KL |

Find the eigen values and eigen vectors of the matrix

10-1
A=|1 2.1
2 3
Also, without finding A~1, find the eigen values of A~*.

Solve the following differential equations:
(i) @-xy*)dx-(x+xy*)dy=0

(ii)

R,
Check the consistency of the following system of
simultaneous linear equations and hence solve, if

-x+3y+4z=4
Also, if the constants of the right-hand side (R.H.S.) of
each of the above equations are made zero, will the new
system have a unique trivial solution or an infinite
number of non-trivial solutions?"
394,22-23,,,1st,math,,,"Give reasons.

Obtain the complete solution of the following

(i) (D?"
395,22-23,,,1st,math,,,"+ 16 —- 8D) y = e* — e-* +3

(it) ydx —xdy+logx dx=0

OR,
(i) Find the characteristic equation of the matrix

1 0

0
1
0

Hence find the real latent roots of A.

“ = ox Soe

mee es = - is a unitary
matrix where w is a complex cube root of unity. It
is known that w* = 1 and 1 +@ += 0.

CO — Course Outcome, BL — Abbreviation for Bloom’s Taxonomy Level (R-Remember, U-
Understand, A-Apply, An-Analvze, E-Evaluate, C-Create), KL -— Abbreviation for
Knowledge Level (F-Factual, C-Conceptual, P-Procedural, M-Metacognitive).?"
396,17-18,,,1st,math,,,"--- Page 1 ---
University Roll No............+.++0+
I Term Examination, Even - Semester, 2017-18

Program:- B. Tech Year:-I Sem:- Ii

Subject :-Engineering Mathematics-I] | Code:- AHM-2201

Time: - 60 Min. - Max. Marks: 15
Section- A

Note ; m tions. (2x3=6 Marks)

a) 1)\(3
Q.1.(a) Find: r{\r{3)

(b) Using Beta and /or Gamma function, evaluate

Q.2. What is p- series test?"
397,17-18,,,1st,math,,,"Test the convergence of the series:

l 3

—— + —— +

123 234 345

Q.3. Test the series whether it is convergent or divergent.

2 2) (3 3) (4 ay
ae bt eek See ie eee
re 1) te 2) (3s 3


--- Page 2 ---
Section- B

Note: Attempt ALL Questions. (3x3=9 Marks)
Q.1. Test the series for convergence and divergence:
pet pw +...  (x>0).
2 2.4 2.4.6

Q.2. Show that the series:

Ps Fr <tet ee
xX +—— + —— + ——_ + — +... (> 0).
2! 3! 4! 5!

is convergent for x < : and divergent if x2 S
e e
Q.3. (a) Prove that :

[es dk = i r (==) n>-| and
0

a is non-zero constant.

Hence deduce that:
J e' dx= Jax
(b) Show that the series
2 3 5

is convergent.?"
398,17-18,,,1st,math,,,"--- Page 1 ---
£ ' Lect
gshyn

Univ. Roll No: .......+.-+. aensuelpaaieiale
First Term Examination, 2017-18
Course: B.Tech Year: I Semester: I

Engineering Mathematics (AHM- 1201)
Time: 1 Hr.

Total Marks: 15
Note: Attempt ALL questions.
tion (2x3=6)
Q.1 Expand e* sin y in powers of x and y as far as the terms of third
degree.

Q.2 Find the asymptotes of the y*- x’y + 2y’?"
399,17-18,,,1st,math,,,"+4y+1=0.

7 . a = (3a—x)
Q.3 Given the curve: x2 (a+x)
(i) Check the symmetry of the above curve about both the axes.

(ii) Find the point of intersection of the above curve with
coordinate axes.

Section B (3x3=9)

Q.1 (i) If w="" and vy =—*” — then show that u and v are
x-y (x~y)
not independent. Also find the relation between them.

(ii) If u == v=—w == then calculate Jacobian of

u, v and w with respect to x, y and z.

or

Q2 (i) itu = x4log PT then find x 5 yt

(ii) If u= r=] then show that:
yx ZX

ty ste inf
Ou, 2 Ou, 2 du 4
ey

Q.3 A sheet of poster has its area 18 m’. The margin at the top
and bottom are 75 cm and at the sides 50 cm. What are the

dimensions of the poster if the area of the printed space is

maximum.?"
400,22-23,,,1st,math,,,"--- Page 1 ---
Seen GE SES Oe OP CHES OF VEraDIes If SOIVINE Mulipie integrals
COS- Find the gradient of a scalar field and divergence, curl of a vector field
CO6- Know various integral theorems related to line, surface and volume integrals

Printed Pages: 3 Ceirerelty Talk Nes ecsciiccccccseesecisess

Mid Term Examination, Odd Semester 2022-23
B. Tech. (All sections), First Year, First Semester
Subject Code & Subject Name- BMAS 0104 & ENGINEERING CALCULUS

Time: 2 Hours Maximum Marks: 30
J. Attempt all questions.
2. Answers should be brief and lucid.

Section -A
Attempt All Questions. 3 X $= 15 Marks

Write down the n™ derivative of the following

(i) y = sin 2x

(ii) y = log, x

(iii) y = e**

If z = log, (x?"
401,22-23,,,1st,math,,,"+xy +y"")
then prove that:

os. Oz _ 2
*9x ""7 dy

V= an ide
s+
then using Euler’s theorem, prove that:

ins © x ~ 4V
= —_— =
Ox a

a?"
402,22-23,,,1st,math,,,V a?
403,22-23,,,1st,math,,,"V a*V
_ ala ~ogpedigne S cee
(ii) x x2 *2*V 5 +y 7 =12V

Expand f (x,y) = e* siny in powers of x and y

as far as the terms of the third degree.


--- Page 2 ---
If w = f(x,y)
where, x = e“cosvand y= e“sinv

then, show that,

- dw, Ow
Gu *av~ ° ay

OR,

If
w+ve=xt+y, ur+vy2?"
404,22-23,,,1st,math,,,"=x3 + y3

then evaluate:

0 (u,v)
d (x,y)

Using Lagrange’s method of undetermined multipliers,

show that the rectangular solid of maximum volume

that can be inscribed in a given sphere is a cube.

OR,

If y = sin (mm sin~*x), then prove that

(i) (1—x*)y2 — xy, + m?"
405,22-23,,,1st,math,,,"y = 0

(ii) (1 — x*)¥ng2 — (2n + 1) x Yngy = (n?"
406,22-23,,,1st,math,,,"— Mm”) yp

H

co ~ Course Outcome, BL — Abbreviation for Bloom's Taxonomy Level (R-Remember, U-Understand, A-
Apply, An-Analyze, E-Evaluate, C-Create), KL — Abbreviation for Knowledge Level (F-Factual, C-
Conceptual, P-Procedural, M-Metacognitive).

m is a constant.?"
407,14-15,Mid Term,,1st,physics,,,"--- Page 1 ---
3 [Marcel

B.Tech, I-Year, I - Mid Term (Even Sem.) Examination, 2014-15
Subject: Engineering Physics (AHP-103)
Time: 90 Minutes M. M: 20

Section-A

Attempt all five questions. 1x5=5

(1) Write the mathematical form of Ampere’s circuital law.

(II) Express the Poynting vector in terms of electric and
magnetic fields vectors.

(U1) If the magnitude of magnetic field in a plane wave is 1
amp/meter, find the magnitude of electric field in free
space.

(IV) The skin-depth of electromagnetic wave in a conducting
medium is 50x10 © m, calculate the attenuation constant.

(V) Distinguish between the paramagnetism and diamagnetism.

Section-B
Attempt any three questions. 2x3 =6

(1) The conduction current flowing through a wire with
conductivity o= 6X10° S/m and relative permittivity «, = 1 is
given by J, =10 sin wf ampere. If w= 10"" radian, find the
displacement current. ,

(11) The sunlight strikes the upper atmosphere of earth with energy
flux 1.00 kWm™”. What will be the peak values of electric and
magnetic fields at the points?"
408,14-15,Mid Term,,1st,physics,,,"P.T.O

--- Page 2 ---
(III) The dielectric constant of the medium is 4. Electric field in the
dielectric is 10 ° ‘/m. Calculate electric displacement and
polarization.

(IV) A 0.5cm thick insulator of dielectric constant 10 is filled inside
the plates, separated by 1 cm and of area of plates 100 cm’ of a
parallel plate capacitor, the potential difference between the
plates is 100V. Find the value of E and P.

Section-C

Attempt any three questions. 3x3=9

(I) State and prove the poynting theorem.

(II) Using the Maxwell equations, show that the EM waves travel
in free space with the speed of light.

(IT) Derive the differential equations of electric and magnetic fields
applicable in conducting media. Also explain the physical
significance of penetration depth (skin depth).

(LV) Derive the expression for internal local field in the dielectric

and hence obtain the Clausius Mossoti relation for electronic
polarisability.

Physical data

Mo= 4xl0 N/A?"
409,14-15,Mid Term,,1st,physics,,,", 9 = 8.85x107?"
410,14-15,Mid Term,,1st,physics,,,C2/N-m?
411,14-15,Mid Term,,1st,physics,,,ea?
412,16-17,Mid Term,,1st,physics,,,"--- Page 1 ---
""°° °°” —

22:29 40 - ase nulea4

University Roll No........0000

B.Tech. I Year, If Semester, | Mid. Term Examination, 2016-17
Engineering Physics (AHP 1101)

Time : | Hour 30 minutes Total Marks: 20

Section A
Note: Attempt all questions. (1*5=5 Marks)
1. What is the important condition of coherent sources?"
413,16-17,Mid Term,,1st,physics,,,"-

2. Due to which phenomenon the soapy water or thin films of oil show

their brilliant colours?"
414,16-17,Mid Term,,1st,physics,,,"3. In Young’s double slit experiment the separation between the slits is
halved, what would happen to the fringe width?"
415,16-17,Mid Term,,1st,physics,,,"4. What should be the size of obstacle to get the best diffraction

pattern?"
416,16-17,Mid Term,,1st,physics,,,5. Which optical phenomenon predicts the transverse nature of light?
417,16-17,Mid Term,,1st,physics,,,"~ Section B
Note: Attempt any three questions. (2x3=6 Marks)

1. In Young’s double slit experiment the slits are 0.5mm apart and
interference is observed on a screen placed at a distance of 100cm
from the slits. It is found that 9th bright fringe is at a distance of
8.835mm from second dark fringe from the centre pattern. Find the _
wavelength of light used.

(P.T.0.)

2. In Newton’s rings experiment the diameter of 6"" and 10"" dark rings
are 0.40 cm and 0.80 cm respectively. Deduce the diameter of 20""
dark ring.

3. Distinguish between Fresnel and Fraunhofer diffractions. Light of
wavelength 5500A° falls normally on a slit of width 22x10°cm.
Calculate the angle of diffraction for second order.

4. What is meant by specific rotation?"
418,16-17,Mid Term,,1st,physics,,,"The plane of polarisation of
linearly polarised light is rotated through 6.5° in passing through a
length of 2.0 dm of sugar solution of 5% concentration. Calculate
the specific rotation of sugar solution.

Section C
Note: Attempt any three questions. (3*x3=9 Marks)
1. Two coherent sources of intensity ratio 9 interfere. Find the value of
(Imax~ Tmin ) / (imax * Tnnin)-
2. Discuss the young’s double slit experiment and obtain the
expression for fringe width.

a

3. Drive the expression for intensity distribution due to Fraunhofer —
diffraction at a single slit. Find the conditions for maxima and
minima

4. Discuss the fresnel’s theory of rotatory polarisation and drive the
formula for angle of rotation for the plane of vibration.?"
419,16-17,Mid Term,,1st,physics,,,"--- Page 1 ---
22:27 40 - Qaxre les

Printed Pages:02 Uni. Roll No. : .....-.+000+0
Second Mid-Term Examination, 2016-17
B.Tech. I-Year, I Semester
AHP-1101: Engineering Physics
Time: 1 “4 Hrs. M. M: 20 ;

Note:- Answer all five questions from Section A, Any three from
Section B and Any three from Section C.

Section A 1 x 5=5 Marks
I. State Ampere’s circuital law.

Il. Where does Fermi energy level lie in an_ intrinsic
semiconductor?"
420,16-17,Mid Term,,1st,physics,,,"Ill. Define superconductor type I.

IV. Write the relation between D, E and P applicable in dielectric
solids.

V. What are the different kinds of single walled nanotube.

Section B 2 x 3=6 Marks
|. Find the electrical conductivity and resistivity of germanium
doped with phosphorus atoms at room temperature with the
following data: n,= 5x10m°, n= 2x10""*m” , 4.=0.40 m’ / (v-s)

and j,= 0.20 m?"
421,16-17,Mid Term,,1st,physics,,,"/ (v-s)

Il. Calculate the current produced in a small germanium plate of
area Icm’ and of thickness 0.5mm, when a potential difference
of 2 volt is applied across the faces. Given concentration of free

Page 1 of 2

electrons in germanium is 10'°m® and mobilities of electrons
and holes are 0.5 m?"
422,16-17,Mid Term,,1st,physics,,,/ (v-s) and 0.2m?
423,16-17,Mid Term,,1st,physics,,,"/(v-s) respectively.

Ill. An electric field of 200 volt / m is applied to a sample of n-type
semiconductor whose Hall coefficient is — 0.01m?"
424,16-17,Mid Term,,1st,physics,,,"coulomb"".
Calculate the current density in the sample assuming mobility of
electrons equals to 0.40 m?"
425,16-17,Mid Term,,1st,physics,,,"V's"".

IV. A parallel plate capacitor with plate area of 4 cm’ and plate
separation of 2 mm has a voltage of 40 sin 10° ¢ applied to its
plates. Calculate the displacement current assuming € = 2€0,
(eo- gasxi0 C*/N-m’).

Section C 3 x 3 = 9 Marks

I. Derive an expression for the temperature dependent
conductivity of an intrinsic semiconductor and show its behavior

with temperature.

[I. What is Hall effect?"
426,16-17,Mid Term,,1st,physics,,,"Find the expression of Hall coefficient and
give the significance of this measurement.

III. Write the Maxwell’s equations with their physical significances
and derive the Maxwell’s fourth equation based on Ampere’s
modified law valid for time varying currents.

IV. What does Poynting vector signify?"
427,16-17,Mid Term,,1st,physics,,,"Deduce the Poynting
theorem for the flow of energy in electromagnetic field.?"
428,16-17,Mid Term,,1st,physics,,,"--- Page 1 ---
22:26 4 - sy 'SleD4

Printed Pages: 02 University Roll No...........
First - Mid Term Examination, 2016-17
B.Tech. I-Year, I Semester

AHP-1101: Engineering Physics
Time: 1 4 Hrs M. M: 20°

Section-A
Note: Attempt all five questions. 1x 5=5

I. Why two independent sources of light of same wavelength cannot
show interference?"
429,16-17,Mid Term,,1st,physics,,,"Il. In a biprism experiment, if the monochromatic source of light is
replaced by white light source, what would be the color of central
fringe?"
430,16-17,Mid Term,,1st,physics,,,"Ill. Distinguish between Fresnel and Fraunhofer classes of diffraction.

IV. Which optical phenomenon explains the transverse nature of light?"
431,16-17,Mid Term,,1st,physics,,,"V. Explain the difference between ordinary and Extra-ordinary rays as

produced by the double refracting crystal.

Section _B

Note: Attempt any three questions. 2x3=6
I. Two coherent waves having amplitudes 4 units and 2 units
superimposed on each other with zero phase difference. Calculate
the resultant intensity.

I. A monochromatic light of wavelength 5000A from a narrow slit is
incident on a double slit. If the overall separation of 20 fringes on a
screen placed at 1.0 m away from the slit is 5.0cm, find the double
slit separation.

Page i of 2

III. In Fresnel’s bi-prism experiment, the obtuse angle of the bi-prism is
178° and p= 1.5. Interference fringes are found with source of
wavelength 6000 A located 10cm from the bi-prism and source to
screen distance is 100cm. Find the maximum number of fringes that
can be observed.

IV. A 20 cm long tube containing 100cm’ of sugar solution rotates the
plane of polarization by 10° .If the specific rotation of sugar is 60
deg (dm) (gm/cc)""' calculate the mass of sugar in solution.

Section _C
Note: Attempt any three questions from section C. 3x3=9
|. Why the center of Newton’s rings is found dark?"
432,16-17,Mid Term,,1st,physics,,,"Derive the
expression for the diameter of the nth bright ring in reflected
light.

Il. Define the fringe width as observed in the Young’s double slit
experiment. Obtain the relevant formula for determining the
fringe-width.

Ill. Derive an expression for the Intensity distribution due to
Fraunhofer diffraction at single slit and find the directions of
minima.

IV. Discuss theoretically the superposition of two linearly polarized
light waves whose optical vectors are mutually perpendicular.?"
433,21-22,Mid Term,,1st,physics,,,"--- Page 1 ---
Printed Pages: 2 University Roll No........-+ we

Mid-Term Examination, Odd Semester 2021-22
B.Tech., Year: 1, Semester: I

Subject Code: BPHS0002 Subject
Name: Engineering Physics
Time: 2 Hours Maximum Marks: 30
Section- A
Note: Attempt All Three Questions. 3 x 2 = 6 Marks
I. In an interference pattern, the ratio between the maximum and

Il.
Ill.

minimum intensities is 36:1. Calculate the ratio of amplitudes and
intensities of interfering waves.

Distinguish between Fraunhofer and Fresnel class of diffraction.
Explain the phenomenon of double refraction. Also give suitable ray
diagram in relation to the phenomenon.

Section — B

Note: Attempt All Three Questions. 3 x 3 = 9 Marks

I.

Il.

Ill.

What is Fresnel biprism?"
